Pixel ID,Land cover stratum at beginning of time series (1985),Land cover stratum at end of time series (2016),Label 1. Disturbance Label #1,When was the disturbance?,Magnitude of disturbance,Label 2. Second disturbance,When was the disturbance?,Magnitude of disturbance,Total # Disturbances
482,1,1,0,N/A,N/A,0,N/A,N/A,0
483,1,1,0,N/A,N/A,0,N/A,N/A,0
484,1,1,0,N/A,N/A,0,N/A,N/A,0
485,1,1,0,N/A,N/A,0,N/A,N/A,0
486,1,1,0,N/A,N/A,0,N/A,N/A,0
487,1,1,0,N/A,N/A,0,N/A,N/A,0
488,2,1,0,N/A,N/A,0,N/A,N/A,0
489,1,2,3,10/27/2004,3,0,N/A,N/A,1
490,1,1,0,N/A,N/A,0,N/A,N/A,0
491,1,2,3,10/13/1986,3,0,N/A,N/A,0
492,2,2,0,N/A,N/A,0,N/A,N/A,0
493,1,1,0,N/A,N/A,0,N/A,N/A,0
494,1,1,0,N/A,N/A,N/A,N/A,N/A,0
495,1,1,0,N/A,N/A,0,N/A,N/A,0
496,2,2,0,N/A,N/A,0,N/A,N/A,0
497,1,2,3,10/16/2014,3,0,N/A,N/A,1
498,1,1,0,N/A,N/A,0,N/A,N/A,0
499,2,2,0,N/A,N/A,0,N/A,N/A,0
500,1,2,4,10/6/1992,2,3,10/15/1995,3,2
501,1,1,0,N/A,N/A,0,N/A,N/A,0
502,1,1,0,N/A,N/A,0,N/A,N/A,0
503,1,1,0,N/A,N/A,0,N/A,N/A,0
504,1,1,0,N/A,N/A,0,N/A,N/A,0
505,1,1,0,N/A,N/A,0,N/A,N/A,0
506,1,2,3,06/21/1997,3,0,N/A,N/A,1
507,1,1,0,N/A,N/A,0,N/A,N/A,0
508,1,1,0,N/A,N/A,0,N/A,N/A,0
509,1,2,4,10/14/2010,1,4,09/18/2015,2,2
510,1,1,0,N/A,N/A,0,N/A,N/A,0
511,1,2,4,08/03/1996,2,3,06/14/2004,3,2
512,1,2,3,07/23/1988,3,0,N/A,N/A,1
513,1,2,3,09/20/2004,1,0,N/A,N/A,1
514,1,1,0,N/A,N/A,0,N/A,N/A,0
515,1,2,3,06/28/1986,3,0,N/A,N/A,1
516,1,1,0,N/A,N/A,0,N/A,N/A,0
517,1,1,0,N/A,N/A,0,N/A,N/A,0
518,1,1,0,N/A,N/A,0,N/A,N/A,0
519,1,1,0,N/A,N/A,0,N/A,N/A,0
520,1,2,4,08/05/2005,2,3,07/26/2010,3,2
521,2,2,0,N/A,N/A,0,N/A,N/A,0
522,1,1,0,N/A,N/A,0,N/A,N/A,0
523,2,2,0,N/A,N/A,0,N/A,N/A,0
524,1,1,0,N/A,N/A,0,N/A,N/A,0
525,1,1,0,N/A,N/A,0,N/A,N/A,0
526,1,1,0,N/A,N/A,0,N/A,N/A,0
527,1,2,4,08/05/2002,3,3,04/07/2005,3,2
528,1,1,0,N/A,N/A,0,N/A,N/A,0
529,1,1,0,N/A,N/A,0,N/A,N/A,0
530,1,1,0,N/A,N/A,0,N/A,N/A,0
531,2,2,0,N/A,N/A,0,N/A,N/A,0
532,1,1,0,N/A,N/A,0,N/A,N/A,0
533,1,1,0,N/A,N/A,0,N/A,N/A,0
534,1,1,0,N/A,N/A,0,N/A,N/A,0
535,1,1,0,N/A,N/A,0,N/A,N/A,0
536,1,2,3,08/06/1999,2,0,N/A,N/A,1
537,1,1,4,09/21/2016,2,0,N/A,N/A,1
538,1,2,3,08/09/1994,3,0,N/A,N/A,1
539,1,1,0,N/A,N/A,0,N/A,N/A,0
540,1,1,0,N/A,N/A,0,N/A,N/A,0
541,1,1,0,N/A,N/A,0,N/A,N/A,0
542,1,1,0,N/A,N/A,0,N/A,N/A,0
543,1,1,0,N/A,N/A,0,N/A,N/A,0
544,1,1,0,N/A,N/A,0,N/A,N/A,0
545,1,1,0,N/A,N/A,0,N/A,N/A,0
546,1,2,3,08/01/2001,3,0,N/A,N/A,1
547,1,2,3,10/072010,3,0,N/A,N/A,1
548,1,1,0,N/A,N/A,0,N/A,N/A,0
549,2,2,0,N/A,N/A,0,N/A,N/A,0
550,2,2,0,N/A,N/A,0,N/A,N/A,0
551,1,1,0,N/A,N/A,0,N/A,N/A,0
552,1,2,4,06/08/1989,2,3,06/22/2000,3,2
553,1,1,0,N/A,N/A,0,N/A,N/A,0
554,1,2,3,03/14/1990,3,0,N/A,N/A,1
555,1,1,0,N/A,N/A,0,N/A,N/A,0
556,1,1,0,N/A,N/A,0,N/A,N/A,0
557,1,1,4,10/02/2007,3,0,N/A,N/A,1
558,1,1,0,N/A,N/A,0,N/A,N/A,0
559,1,2,3,07/24/2003,3,0,N/A,N/A,1
560,1,1,0,N/A,N/A,0,N/A,N/A,0
561,1,1,0,N/A,N/A,0,N/A,N/A,0
562,1,1,0,N/A,N/A,0,N/A,N/A,0
563,1,2,3,12/15/2003,3,0,N/A,N/A,1
564,1,2,3,06/13/1985,3,0,N/A,N/A,1
565,1,1,0,N/A,N/A,0,N/A,N/A,0
566,1,1,0,N/A,N/A,0,N/A,N/A,0
567,1,1,0,N/A,N/A,0,N/A,N/A,0
568,1,1,4,09/12/2010,2,4,10/06/2013,2,2
569,1,1,0,N/A,N/A,0,N/A,N/A,0
570,1,2,3,06/17/2003,2,4,04/02/2014,3,2
572,1,2,4,08/14/1985,1,3,7/25/1995,3,2
573,2,2,0,N/A,N/A,0,N/A,N/A,0
574,2,2,0,N/A,N/A,0,N/A,N/A,0
575,1,1,4,09/30/2008,2,0,N/A,N/A,1
576,1,1,0,N/A,N/A,0,N/A,N/A,0
577,1,2,3,06/30/2006,2,0,N/A,N/A,1
578,1,2,3,07/11/1995,3,0,N/A,N/A,1
579,1,2,3,05/17/2002,3,0,N/A,N/A,1
580,2,2,0,N/A,N/A,0,N/A,N/A,0
581,1,2,3,07/23/1992,3,0,N/A,N/A,1
582,1,2,3,08/16/2000,3,0,N/A,N/A,1
583,1,1,0,N/A,N/A,0,N/A,N/A,0
584,2,2,0,N/A,N/A,N/A,N/A,N/A,0
585,1,1,0,N/A,N/A,0,N/A,N/A,0
586,1,1,0,N/A,N/A,0,N/A,N/A,0
587,1,2,3,11/12/2006,3,0,N/A,N/A,1
588,2,2,0,N/A,N/A,0,N/A,N/A,0
589,2,2,0,N/A,N/A,0,N/A,N/A,0
590,1,1,0,N/A,N/A,0,N/A,N/A,0
591,1,1,0,N/A,N/A,0,N/A,N/A,0
592,1,1,0,N/A,N/A,0,N/A,N/A,0
593,2,2,0,N/A,N/A,0,N/A,N/A,0
594,1,1,0,N/A,N/A,0,N/A,N/A,0
595,1,2,3,10/19/1994,3,0,N/A,N/A,1
596,1,2,3,06/22/2000,3,0,N/A,N/A,1
597,1,1,0,N/A,N/A,0,N/A,N/A,0
598,1,2,3,08/14/2000,3,0,N/A,N/A,1
599,1,2,4,10/07/2010,2,0,N/A,N/A,1
600,1,1,4,1/25/90,1,4,9/23/05,2,2
601,1,1,0,N/A,N/A,0,N/A,N/A,0
602,1,1,0,N/A,N/A,0,N/A,N/A,0
603,1,1,0,N/A,N/A,0,N/A,N/A,0
604,1,1,0,N/A,N/A,0,N/A,N/A,0
605,1,2,3,08/16/1994,3,0,N/A,N/A,1
606,1,1,0,N/A,N/A,0,N/A,N/A,0
607,1,2,3,07/04/2005,3,0,N/A,N/A,1
608,1,1,0,N/A,N/A,0,N/A,N/A,0
609,1,2,3,06/17/1993,3,0,N/A,N/A,1
610,1,1,4,12/08/1998,1,0,N/A,N/A,1
611,1,2,3,05/01/2002,3,0,N/A,N/A,1
612,1,2,4,8/21/96,3,3,09/18/2003,3,2
613,1,1,0,N/A,N/A,0,N/A,N/A,0
614,1,2,4,7/10/98,1,3,9/28/04,3,2
615,1,1,0,N/A,N/A,0,N/A,N/A,0
616,1,1,4,08/29/2011,1,0,N/A,N/A,1
617,1,1,0,N/A,N/A,0,N/A,N/A,0
618,1,1,0,N/A,N/A,0,N/A,N/A,0
619,1,1,0,N/A,N/A,0,N/A,N/A,0
620,1,1,0,N/A,N/A,N/A,N/A,N/A,0
621,1,1,0,N/A,N/A,0,N/A,N/A,0
622,1,1,0,N/A,N/A,0,N/A,N/A,0
623,1,1,0,N/A,N/A,0,N/A,N/A,0
624,1,1,0,N/A,N/A,0,N/A,N/A,0
625,1,1,0,N/A,N/A,0,N/A,N/A,0
626,2,2,0,N/A,N/A,0,N/A,N/A,0
627,1,2,3,09/12/2010,3,0,N/A,N/A,1
628,1,1,0,N/A,N/A,0,N/A,N/A,0
629,1,2,3,07/27/1992,3,0,N/A,N/A,1
630,2,2,0,N/A,N/A,0,N/A,N/A,0
631,1,1,4,6/4/05,1,0,N/A,N/A,1
632,1,2,3,06/26/1987,2,0,N?A,N?A,1
633,1,1,0,N/A,N/A,0,N/A,N/A,0
634,1,1,0,N/A,N/A,0,N/A,N/A,0
635,1,1,0,N/A,N/A,0,N/A,N/A,0
636,1,2,3,07/05/1987,3,0,N/A,N/A,1
637,1,1,0,N/A,N/A,0,N/A,N/A,0
638,1,1,0,N/A,N/A,0,N/A,N/A,0
639,2,2,0,N/A,N/A,0,N/A,N/A,0
640,1,2,3,07/29/1996,3,0,N/A,N/A,1
641,1,1,4,08/11/2004,1,0,N/A,N/A,1
642,1,1,0,N/A,N/A,0,N/A,N/A,0
643,1,1,0,N/A,N/A,0,N/A,N/A,0
644,1,2,3,09/25/1991,3,0,N/A,N/A,1
645,1,2,3,07/01/2015,3,0,N/A,N/A,1
646,1,2,3,10/18/1988,3,0,N/A,N/A,1
647,1,1,0,N/A,N/A,0,N/A,N/A,0
648,1,2,3,07/25/2003,1,0,N/A,N/A,1
649,2,2,0,N/A,N/A,0,N/A,N/A,0
650,1,2,4,06/23/1998,1,3,08/04/2004,3,2
651,2,2,0,N/A,N/A,0,N/A,N/A,0
652,1,2,3,05/17/1990,3,0,N/A,N/A,1
653,2,2,0,N/A,N/A,0,N/A,N/A,0
654,1,1,0,N/A,N/A,0,N/A,N/A,0
655,1,1,0,N/A,N/A,0,N/A,N/A,0
656,1,2,3,09/24/2003,3,0,N/A,N/A,1
657,1,1,0,N/A,N/A,0,N/A,N/A,0
658,1,2,4,09/23/1999,3,0,N/A,N/A,1
659,1,2,3,08/08/1988,3,0,N/A,N/A,1
660,1,2,4,05/19/2005,2,0,N/A,N/A,1
661,1,2,3,08/11/2010,3,0,N/A,N/A,1
662,1,2,3,08/02/1989,3,0,N/A,N/A,1
664,1,1,0,N/A,N/A,0,N/A,N/A,0
665,1,1,0,N/A,N/A,0,N/A,N/A,0
666,1,2,4,7/20/90,1,3,7/23/1997,3,2
667,1,1,0,N/A,N/A,0,N/A,N/A,0
668,1,2,3,10/18/88,3,0,N/A,N/A,1
669,1,1,0,N/A,N/A,0,N/A,N/A,0
670,1,1,4,10/01/011,1,0,N/A,N/A,1
671,1,1,4,06/18/1996,1,0,N/A,N/A,1
672,1,2,3,06/08/1998,3,0,N/A,N/A,1
673,2,2,0,N/A,N/A,0,N/A,N/A,0
674,1,1,4,07/13/1996,3,0,N/A,N/A,1
675,1,2,3,10/13/1986,3,0,N/A,N/A,1
676,1,2,4,06/12/1997,1,3,08/29/2005,3,2
677,2,2,0,N/A,N/A,0,N/A,N/A,0
678,1,1,4,06/15/1994,1,3,10/23/2003,3,2
679,1,2,3,11/16/1999,3,0,N/A,N/A,1
680,1,1,4,08/11/2016,2,0,N/A,N/A,1
681,1,1,0,N/A,N/A,0,N/A,N/A,0
682,2,2,0,N/A,N/A,0,N/A,N/A,0
683,1,1,0,N/A,N/A,0,N/A,N/A,0
684,1,1,3,10/13/1986,3,0,N/A,N/A,1
685,1,2,3,06/17/2016,3,0,N/A,N/A,1
686,1,2,3,09/09/1997,3,0,N/A,N/A,1
687,2,2,0,N/A,N/A,0,N/A,N/A,0
688,1,2,3,09/16/1997,3,3,04/29/2016,3,2
689,1,1,4,05/14/1989,1,4,10/01/2005,2,2
690,1,1,0,N/A,N/A,0,N/A,N/A,0
691,1,2,3,09/26/2015,3,0,N/A,N/A,1
692,1,1,0,N/A,N/A,0,N/A,N/A,0
693,1,2,4,07/06/1994,3,3,10/06/2010,3,2
694,1,2,3,07/18/2016,3,0,N/A,N/A,1
695,1,1,0,N/A,N/A,0,N/A,N/A,0
696,2,2,0,N/A,N/A,0,N/A,N/A,0
697,2,2,0,N/A,N/A,0,N/A,N/A,0
698,1,2,3,08/01/1992,3,0,N/A,N/A,1
699,2,2,0,N/A,N/A,0,N/A,N/A,0
700,1,1,0,N/A,N/A,0,N/A,N/A,0
701,1,1,0,N/A,N/A,0,N/A,N/A,0
702,1,2,3,07/06/1994,3,0,N/A,N/A,1
703,1,1,0,N/A,N/A,0,N/A,N/A,0
704,1,1,0,N/A,N/A,0,N/A,N/A,0
705,2,2,0,N/A,N/A,0,N/A,N/A,0
706,1,1,0,N/A,N/A,0,N/A,N/A,0
707,1,2,4,06/28/1988,1,3,06/09/2005,3,2
708,1,1,0,N/A,N/A,0,N/A,N/A,0
709,1,1,0,N/A,N/A,0,N/A,N/A,0
710,1,1,0,N/A,N/A,0,N/A,N/A,0
711,1,2,3,08/03/2007,3,0,N/A,N/A,1
712,1,2,3,07/12/1988,2,0,N/A,N/A,1
713,1,2,3,03/03/1996,1,3,8/4/14,3,2
714,1,1,0,N/A,N/A,0,N/A,N/A,0
715,2,2,0,N/A,N/A,0,N/A,N/A,0
716,1,1,4,05/19/2008,1,0,N/A,N/A,1
717,1,1,0,N/A,N/A,0,N/A,N/A,0
718,1,1,0,N/A,N/A,0,N/A,N/A,0
719,1,2,3,07/19/1987,3,0,N/A,N/A,1
720,1,1,0,N/A,N/A,0,N/A,N/A,0
721,1,2,3,06/03/1993,3,0,N/A,N/A,1
722,1,1,4,07/12/2014,2,0,N/A,N/A,1
723,1,2,3,08/15/1999,1,4,09/16/2005,3,2
724,1,1,0,N/A,N/A,0,N/A,N/A,0
725,1,1,4,04/18/2011,1,0,N/A,N/A,1
726,1,1,0,N/A,N/A,0,N/A,N/A,0
727,1,2,3,08/09/1994,3,0,N/A,N/A,1
728,1,1,0,N/A,N/A,0,N/A,N/A,0
729,1,1,4,01/26/1996,1,0,N/A,N/A,1
730,1,2,3,09/14/1999,3,0,N/A,N/A,1
731,1,1,0,N/A,N/A,0,N/A,N/A,0
732,2,2,0,N/A,N/A,0,N/A,N/A,0
733,1,2,3,05/29/1995,3,0,N/A,N/A,1
734,1,2,4,07/16/1986,2,3,09/06/2002,3,2
735,1,1,4,10/8/07,1,4,4/20/15,2,2
736,1,1,4,09/02/2015,3,0,N/A,N/A,1
737,1,1,0,N/A,N/A,0,N/A,N/A,0
738,2,2,0,N/A,N/A,0,N/A,N/A,0
739,1,1,4,03/27/2000,1,4,10/09/2016,1,2
740,1,2,4,05/22/1986,3,3,07/16/2006,3,2
741,1,2,3,07/27/1996,2,0,N/A,N/A,1
742,1,1,0,N/A,N/A,0,N/A,N/A,0
743,2,2,0,N/A,N/A,0,N/A,N/A,0
744,1,1,4,05/01/1996,2,0,N/A,N/A,1
745,1,2,3,07/25/1986,3,0,N/A,N/A,1
746,1,2,3,07/07/1991,3,0,N/A,N/A,1
747,2,2,0,N/A,N/A,0,N/A,N/A,0
748,1,1,0,N/A,N/A,0,N/A,N/A,0
749,1,2,3,09/19/2001,3,0,N/A,N/A,1
750,1,1,0,N/A,N/A,0,N/A,N/A,0
751,1,2,3,06/20/1985,3,0,N/A,N/A,1
752,1,2,3,08/10/2001,3,0,N/A,N/A,1
753,1,2,3,08/29/2011,3,0,N/A,N/A,1
754,1,2,3,06/26/1987,3,0,N/A,N/A,1
755,1,1,0,N/A,N/A,0,N/A,N/A,0
756,1,1,4,08/25/2015,3,0,N/A,N/A,1
757,1,1,0,N/A,N/A,0,N/A,N/A,0
758,1,1,0,N/A,N/A,0,N/A,N/A,0
759,1,2,3,05/04/1991,3,0,N/A,N/A,1
760,1,2,3,07/26/2001,3,0,N/A,N/A,1
761,1,1,0,N/A,N/A,0,N/A,N/A,0
762,1,1,0,N/A,N/A,0,N/A,N/A,0
763,1,2,3,08/15/1988,3,0,N/A,N/A,1
764,1,1,0,N/A,N/A,0,N/A,N/A,0
765,1,1,0,N/A,N/A,0,N/A,N/A,0
766,1,1,0,N/A,N/A,0,N/A,N/A,0
767,1,1,0,N/A,N/A,0,N/A,N/A,0
768,1,2,3,07/20/1996,2,0,N/A,N/A,1
769,1,2,3,07/29/1996,3,0,N/A,N/A,1
770,1,2,3,08/24/2000,3,0,N/A,N/A,1
771,1,1,0,N/A,N/A,0,N/A,N/A,0
772,1,2,3,09/15/2002,3,0,N/A,N/A,1
773,1,1,0,N/A,N/A,0,N/A,N/A,0
774,1,1,4,06/19/2014,1,0,N/A,N/A,1
775,1,1,0,N/A,N/A,0,N/A,N/A,0
776,1,2,3,10/13/1991,3,0,N/A,N/A,1
777,1,1,0,N/A,N/A,0,N/A,N/A,0
778,2,2,0,N/A,N/A,0,N/A,N/A,0
779,1,1,0,N/A,N/A,0,N/A,N/A,0
780,1,1,0,N/A,N/A,0,N/A,N/A,0
781,1,1,0,N/A,N/A,0,N/A,N/A,0
782,1,1,0,N/A,N/A,0,N/A,N/A,0
783,1,2,3,08/29/2005,3,0,N/A,N/A,1
784,1,2,4,10/08/1996,3,3,11/05/2006,2,2
785,1,2,4,08/02/1989,3,3,06/28/1997,3,2
786,1,1,0,N/A,N/A,0,N/A,N/A,0
787,2,2,0,N/A,N/A,0,N/A,N/A,0
788,2,2,0,N/A,N/A,0,N/A,N/A,0
789,1,2,3,10/19/1994,3,0,N/A,N/A,1
790,1,2,3,06/11/1999,3,0,N/A,N/A,1
791,1,2,3,07/15/2012,3,0,N/A,N/A,1
792,1,1,0,N/A,N/A,0,N/A,N/A,0
793,2,2,0,N/A,N/A,0,N/A,N/A,0
794,1,1,0,N/A,N/A,0,N/A,N/A,0
795,2,2,0,N/A,N/A,0,N/A,N/A,0
796,1,1,0,N/A,N/A,0,N/A,N/A,0
797,2,2,0,N/A,N/A,0,N/A,N/A,0
798,1,1,0,N/A,N/A,0,N/A,N/A,0
799,1,2,4,10/05/2004,1,0,N/A,N/A,1
800,1,1,0,N/A,N/A,0,N/A,N/A,0
801,1,2,3,10/8/96,3,0,N/A,N/A,0
802,1,1,4,9/28/01,1,4,7/16/07,1,2
803,1,1,4,8/13/88,2,0,N/A,N/A,1
804,1,1,0,N/A,N/A,N/A,N/A,N/A,0
805,1,1,4,9/23/99,2,4,10/15/10,2,2
806,0,0,4,7/28/93,1,3,9/1/00,3,2
807,1,1,0,N/A,N/A,N/A,N/A,N/A,0
808,1,0,3,7/15/94,3,0,N/A,N/A,1
809,1,1,0,N/A,N/A,N/A,N/A,N/A,0
810,1,1,4,7/26/98,1,4,8/17/06,2,3
811,1,1,0,N/A,N/A,N/A,N/A,N/A,0
812,1,1,0,N/A,N/A,N/A,N/A,N/A,0
813,2,2,3,8/21/96,3,0,N/A,N/A,1
814,1,0,3,8/28/13,3,0,N/A,N/A,1
815,1,1,0,N/A,N/A,N/A,N/A,N/A,0
816,1,0,4,8/25/98,1,3,8/1/01,3,2
817,1,1,0,N/A,N/A,N/A,N/A,N/A,0
818,1,1,0,N/A,N/A,N/A,N/A,N/A,0
819,1,0,3,10/13/04,3,N/A,N/A,N/A,1
820,2,2,0,N?A,N/A,N/A,N/A,N/A,0
821,1,1,0,N/A,N/A,N/A,N/A,N/A,0
822,1,1,4,9/12/10,2,0,N/A,N/A,1
823,1,1,0,N/A,N/A,N/A,N/A,N/A,0
824,1,1,4,9/19/15,3,N/A,N/A,N/A,1
825,1,0,3,10/17/96,2,0,N/A,N/A,1
826,1,1,0,N/A,N/A,N/A,N/A,N/A,0
827,1,1,0,N/A,N/A,N/A,N/A,N/A,0
828,1,1,4,6/28/08,1,0,N/A,N/A,1
829,1,1,0,N/A,N/A,N/A,N/A,N/A,0
830,1,1,0,N/A,N/A,N/A,N/A,N/A,0
831,1,1,0,N/A,N/A,N/A,N/A,N/A,0
832,1,0,4,8/12/99,2,3,9/29/02,3,2
833,1,0,3,10/20/03,3,0,N/A,N/A,1
834,1,1,4,5/27/06,1,4,9/19/16,3,2
835,1,1,0,N/A,N/A,N/A,N/A,N/A,0
836,1,0,3,1/10/96,3,0,N/A,N/A,1
837,0,0,0,N/A,N/A,N/A,N/A,N/A,0
838,1,0,4,10/16/87,1,3,8/8/00,3,1
839,0,0,0,N/A,N/A,N/A,N/A,N/A,0
840,1,1,4,9/1/12,1,N/A,N/A,N/A,1
841,1,1,0,N/A,N/A,N/A,N/A,N/A,0
842,1,1,4,10/13/03,1,N/A,N/A,N/A,1
843,1,0,3,8/3/86,3,N/A,N/A,N/A,1
844,1,1,0,N/A,N/A,N/A,N/A,N/A,0
845,1,0,3,9/2/86,3,0,N/A,N/A,1
846,1,1,4,2/26/08,1,0,nN/A,N/A,1
847,1,1,0,N/A,N/A,N/A,N/A,N/A,0
848,1,1,0,N/A,N/A,N/A,N/A,N/A,0
849,1,0,3,7/30/97,3,N/A,N/A,N/A,1
850,1,1,4,9/23/87,3,4,8/20/98,4,2
851,1,0,3,11/27/85,3,0,N/A,N/A,1
852,1,0,3,7/23/92,3,0,N/A,N/A,1
853,1,0,4,11/11/99,1,3,7/25/03,3,2
854,1,2,3,8/17/97,3,0,N/A,N/A,1
855,1,1,0,N/A,N/A,N/A,N/A,N/A,0
856,1,0,3,1/10/11,3,0,N/A,N/A,1
857,2,2,0,N/A,N/A,N/A,N/A,N/A,0
858,1,1,0,N/A,N/A,N/A,N/A,N/A,0
859,2,2,0,N/A,N/A,N/A,N/A,N/A,0
860,1,1,0,N/A,N/A,N/A,N/A,N/A,0
861,2,1,0,N/A,N/A,N/A,N/A,N/A,0
862,1,2,4,8/15/99,1,3,10/13/03,3,2
863,1,1,0,N/A,N/A,N/A,N/A,N/A,0
864,2,2,0,N/A,N/A,N/A,N/A,N/A,0
865,1,2,3,6/11/14,3,0,N/A,N/A,1
866,1,1,0,N/A,N/A,N/A,N/A,N/A,0
867,1,1,0,N/A,N/A,N/A,N/A,N/A,0
868,1,1,0,N/A,N/A,N/A,N/A,N/A,0
869,1,1,4,3/15/08,1,N/A,N/A,N/A,1
870,2,2,0,N/A,N/A,N/A,N/A,N/A,0
871,1,2,4,11/11/99,1,3,3/29/04,2,3
872,1,1,0,N/A,N/A,N/A,N/A,N/A,0
873,1,1,0,N/A,N/A,N/A,N/A,N/A,0
874,2,2,0,N/A,N/A,N/A,N/A,N/A,0
875,2,1,0,N/A,N/A,N/A,N/A,N/A,0
876,1,1,0,N/A,N/A,N/A,N/A,N/A,0
877,2,2,0,N/A,N/A,N/A,N/A,N/A,0
878,1,0,3,11/25/05,2,0,N/A,N/A,1
879,1,1,0,N/A,N/A,N/A,N/A,N/A,0
880,1,1,0,N/A,N/A,N/A,N/A,N/A,0
881,1,1,0,N/A,N/A,N/A,N/A,N/A,0
882,1,2,3,9/8/02,3,0,N/A,N/A,1
883,2,2,0,N/A,N/A,N/A,N/A,N/A,0
884,1,2,4,1/2/99,2,3,8/6/05,3,2
885,1,2,3,10/29/04,3,0,N/A,N/A,1
886,1,1,0,N/A,N/A,N/A,N/A,N/A,0
887,1,1,0,N/A,N/A,N/A,N/A,N/A,0
888,1,1,0,N/A,N/A,N/A,N/A,N/A,0
889,1,1,0,N/A,N/A,N/A,N/A,N/A,0
890,1,2,3,5/28/00,3,0,N/A,N/A,1
891,1,1,0,N/A,N/A,N/A,N/A,N/A,0
892,2,1,0,N/A,N/A,N/A,N/A,N/A,0
893,1,1,0,N/A,N/A,N/A,N/A,N/A,0
894,1,1,0,N/A,N/A,N/A,N/A,N/A,0
895,1,1,0,N/A,N/A,N/A,N/A,N/A,0
896,1,2,4,7/20/96,1,3,7/29/05,2,2
897,1,2,4,7/13/90,3,3,11/13/94,3,2
898,1,2,3,10/4/97,3,0,N/A,N/A,1
899,1,2,3,9/9/97,3,3,9/13/13,3,2
900,1,1,4,10/15/95,1,0,N/A,N/A,1
901,1,2,4,12/11/99,1,3,3/4/07,3,2
902,2,2,0,N/A,N/A,N/A,N/A,N/A,0
903,1,1,0,N/A,N/A,0,N/A,N/A,0
904,1,0,3,6/13/96,3,0,N/A,N/A,1
905,1,1,3,9/25/91,2,0,N/A,N/A,1
906,1,2,3,6/26/14,3,0,N/A,N/A,1
907,2,1,0,N/A,N/A,N/A,N/A,N/A,0
908,1,1,0,N/A,N/A,N/A,N/A,N/A,0
909,1,0,4,6/2/05,1,3,8/13/08,2,2
910,1,1,0,N/A,N/A,N/A,N/A,N/A,0
911,1,2,3,6/9/95,3,0,N/A,N/A,1
912,1,2,3,10/14/10,3,0,N/A,N/A,1
913,1,1,0,N/A,N/A,N/A,N/A,N/A,0
914,1,1,0,N/A,N/A,N/A,N/A,N/A,0
915,1,1,0,N/A,N/A,N/A,N/A,N/A,0
916,1,1,4,4/2/14,1,0,N/A,N/A,1
917,1,1,0,N/A,N/A,N/A,N/A,N/A,0
918,1,2,3,10/9/11,2,0,N/A,N/A,1
919,1,1,0,N/A,N/A,N/A,N/A,N/A,0
920,1,1,0,N/A,N/A,N/A,N/A,N/A,0
921,1,1,0,N/A,N/A,N/A,N/A,N/A,0
922,2,2,0,N/A,N/A,N/A,N/A,N/A,0
923,1,1,0,N/A,N/A,N/A,N/A,N/A,0
924,2,2,0,N/A,N/A,N/A,N/A,N/A,0
925,1,2,4,8/8/00,2,3,9/23/05,2,2
926,1,1,0,N/A,N/A,N/A,N/A,N/A,0
927,2,2,0,N/A,N/A,N/A,N/A,N/A,0
928,1,1,0,N/A,N/A,N/A,N/A,N/A,0
929,1,1,0,N/A,N/A,N/A,N/A,N/A,0
930,1,1,3,9/23/05,2,0,N/A,N/A,1
931,1,2,3,11/12/97,2,0,N/A,N/A,1
932,1,1,4,9/12/04,2,0,N/A,N/A,1
933,1,1,0,N/A,N/A,N/A,N/A,N/A,0
934,2,2,0,N/A,N/A,N/A,N/A,N/A,0
935,1,1,0,N/A,N/A,N/A,N/A,N/A,0
936,2,2,0,N/A,N/A,N/A,N/A,N/A,0
937,1,2,3,8/5/02,2,N/A,N/A,N/A,1
938,1,1,0,N/A,N/A,N/A,N/A,N/A,0
939,1,1,0,N/A,N/A,N/A,N/A,N/A,0
940,1,1,4,9/25/09,1,0,N/A,N/A,1
941,1,1,0,N/A,N/A,N/A,N/A,N/A,0
942,1,1,0,N/A,N/A,N/A,N/A,N/A,0
943,1,1,0,N/A,N/A,N/A,N/A,N/A,0
945,1,1,4,9/25/06,2,0,N/A,N/A,1
946,1,1,0,N/A,N/A,N/A,N/A,N/A,0
947,1,1,0,N/A,N/A,N/A,N/A,N/A,0
948,1,1,3,7/10/04,3,0,N/A,N/A,1
949,1,1,0,N/A,N/A,N/A,N/A,N/A,0
950,1,2,3,9/9/97,2,0,N/A,N/A,1
951,1,1,0,N/A,N/A,N/A,N/A,N/A,0
952,1,1,3,8/7/99,2,0,N/A,N/A,1
953,1,2,3,6/23/92,3,0,N/A,N/A,1
954,1,2,3,7/10/16,3,0,N/A,N/A,1
955,1,2,4,7/20/90,3,3,6/5/06,3,2
956,1,1,4,8/2/15,3,0,N/A,N/A,1
957,1,1,0,N/A,N/A,N/A,N/A,N/A,0
958,1,1,0,N/A,N/A,N/A,N/A,N/A,0
959,1,1,0,N/A,N/A,N/A,N/A,N/A,0
960,1,2,3,9/3/04,3,0,N/A,N/A,1
961,1,2,4,11/18/99,1,3,8/1/06,3,1
962,1,2,4,2/12/99,3,3,9/19/03,3,2
963,1,1,0,N/A,N/A,N/A,N/A,N/A,0
964,1,2,3,8/3/01,3,0,N/A,N/A,1
965,1,1,0,N/A,N/A,N/A,N/A,N/A,0
966,1,1,0,N/A,N/A,N/A,N/A,N/A,0
967,1,2,4,7/27/99,3,3,11/8/05,3,2
